provincia;municipio;sexo;total
03 Alicante/Alacant;03078 Hondón de los Frailes;Mujeres;5
03 Alicante/Alacant;03079 Ibi;Ambos sexos;365
03 Alicante/Alacant;03079 Ibi;Hombres;181
03 Alicante/Alacant;03079 Ibi;Mujeres;184
03 Alicante/Alacant;03080 Jacarilla;Ambos sexos;49
03 Alicante/Alacant;03080 Jacarilla;Hombres;25
03 Alicante/Alacant;03080 Jacarilla;Mujeres;24
03 Alicante/Alacant;03081 Xaló;Ambos sexos;520
03 Alicante/Alacant;03081 Xaló;Hombres;257
03 Alicante/Alacant;03081 Xaló;Mujeres;263
03 Alicante/Alacant;03082 Xàbia/Jávea;Ambos sexos;717
03 Alicante/Alacant;03082 Xàbia/Jávea;Hombres;361
03 Alicante/Alacant;03082 Xàbia/Jávea;Mujeres;356
03 Alicante/Alacant;03083 Xixona/Jijona;Ambos sexos;127
03 Alicante/Alacant;03083 Xixona/Jijona;Hombres;64
03 Alicante/Alacant;03083 Xixona/Jijona;Mujeres;63
03 Alicante/Alacant;03084 Orxa, l'/Lorcha;Ambos sexos;13
03 Alicante/Alacant;03084 Orxa, l'/Lorcha;Hombres;8
03 Alicante/Alacant;03084 Orxa, l'/Lorcha;Mujeres;5
03 Alicante/Alacant;03085 Llíber;Ambos sexos;58
03 Alicante/Alacant;03085 Llíber;Hombres;30
03 Alicante/Alacant;03085 Llíber;Mujeres;28
03 Alicante/Alacant;03086 Millena;Ambos sexos;2
03 Alicante/Alacant;03086 Millena;Hombres;2
03 Alicante/Alacant;03086 Millena;Mujeres;0
03 Alicante/Alacant;03088 Monforte del Cid;Ambos sexos;102
03 Alicante/Alacant;03088 Monforte del Cid;Hombres;58
03 Alicante/Alacant;03088 Monforte del Cid;Mujeres;44
03 Alicante/Alacant;03089 Monòver/Monóvar;Ambos sexos;238
03 Alicante/Alacant;03089 Monòver/Monóvar;Hombres;116
03 Alicante/Alacant;03089 Monòver/Monóvar;Mujeres;122
03 Alicante/Alacant;03090 Mutxamel;Ambos sexos;351
03 Alicante/Alacant;03090 Mutxamel;Hombres;185
03 Alicante/Alacant;03090 Mutxamel;Mujeres;166
03 Alicante/Alacant;03091 Murla;Ambos sexos;65
03 Alicante/Alacant;03091 Murla;Hombres;27
03 Alicante/Alacant;03091 Murla;Mujeres;38
03 Alicante/Alacant;03092 Muro de Alcoy;Ambos sexos;155
03 Alicante/Alacant;03092 Muro de Alcoy;Hombres;70
03 Alicante/Alacant;03092 Muro de Alcoy;Mujeres;85
03 Alicante/Alacant;03093 Novelda;Ambos sexos;512
03 Alicante/Alacant;03093 Novelda;Hombres;253
03 Alicante/Alacant;03093 Novelda;Mujeres;259
03 Alicante/Alacant;03094 Nucia, la;Ambos sexos;288
03 Alicante/Alacant;03094 Nucia, la;Hombres;147
03 Alicante/Alacant;03094 Nucia, la;Mujeres;141
03 Alicante/Alacant;03095 Ondara;Ambos sexos;343
03 Alicante/Alacant;03095 Ondara;Hombres;170
03 Alicante/Alacant;03095 Ondara;Mujeres;173
03 Alicante/Alacant;03096 Onil;Ambos sexos;97
03 Alicante/Alacant;03096 Onil;Hombres;42
03 Alicante/Alacant;03096 Onil;Mujeres;55
03 Alicante/Alacant;03097 Orba;Ambos sexos;96
03 Alicante/Alacant;03097 Orba;Hombres;57
03 Alicante/Alacant;03097 Orba;Mujeres;39
03 Alicante/Alacant;03098 Orxeta;Ambos sexos;14
03 Alicante/Alacant;03098 Orxeta;Hombres;10
03 Alicante/Alacant;03098 Orxeta;Mujeres;4
03 Alicante/Alacant;03099 Orihuela;Ambos sexos;1.711
03 Alicante/Alacant;03099 Orihuela;Hombres;905
03 Alicante/Alacant;03099 Orihuela;Mujeres;806
03 Alicante/Alacant;03100 Parcent;Ambos sexos;81
03 Alicante/Alacant;03100 Parcent;Hombres;41
03 Alicante/Alacant;03100 Parcent;Mujeres;40
03 Alicante/Alacant;03101 Pedreguer;Ambos sexos;399
03 Alicante/Alacant;03101 Pedreguer;Hombres;191
03 Alicante/Alacant;03101 Pedreguer;Mujeres;208
03 Alicante/Alacant;03102 Pego;Ambos sexos;422
03 Alicante/Alacant;03102 Pego;Hombres;205
03 Alicante/Alacant;03102 Pego;Mujeres;217
03 Alicante/Alacant;03103 Penàguila;Ambos sexos;16
03 Alicante/Alacant;03103 Penàguila;Hombres;9
03 Alicante/Alacant;03103 Penàguila;Mujeres;7
03 Alicante/Alacant;03104 Petrer;Ambos sexos;421
03 Alicante/Alacant;03104 Petrer;Hombres;214
03 Alicante/Alacant;03104 Petrer;Mujeres;207
03 Alicante/Alacant;03105 Pinós, el/Pinoso;Ambos sexos;212
03 Alicante/Alacant;03105 Pinós, el/Pinoso;Hombres;108
03 Alicante/Alacant;03105 Pinós, el/Pinoso;Mujeres;104
03 Alicante/Alacant;03106 Planes;Ambos sexos;21
03 Alicante/Alacant;03106 Planes;Hombres;9
03 Alicante/Alacant;03106 Planes;Mujeres;12
03 Alicante/Alacant;03107 Polop;Ambos sexos;107
03 Alicante/Alacant;03107 Polop;Hombres;40
03 Alicante/Alacant;03107 Polop;Mujeres;67
03 Alicante/Alacant;03109 Rafal;Ambos sexos;140
03 Alicante/Alacant;03109 Rafal;Hombres;83
03 Alicante/Alacant;03109 Rafal;Mujeres;57
03 Alicante/Alacant;03110 Ràfol d'Almúnia, el;Ambos sexos;24
03 Alicante/Alacant;03110 Ràfol d'Almúnia, el;Hombres;10
03 Alicante/Alacant;03110 Ràfol d'Almúnia, el;Mujeres;14
03 Alicante/Alacant;03111 Redován;Ambos sexos;199
03 Alicante/Alacant;03111 Redován;Hombres;106
03 Alicante/Alacant;03111 Redován;Mujeres;93
03 Alicante/Alacant;03112 Relleu;Ambos sexos;142
03 Alicante/Alacant;03112 Relleu;Hombres;73
03 Alicante/Alacant;03112 Relleu;Mujeres;69
03 Alicante/Alacant;03113 Rojales;Ambos sexos;285
03 Alicante/Alacant;03113 Rojales;Hombres;153
03 Alicante/Alacant;03113 Rojales;Mujeres;132
03 Alicante/Alacant;03114 Romana, la;Ambos sexos;24
03 Alicante/Alacant;03114 Romana, la;Hombres;14
03 Alicante/Alacant;03114 Romana, la;Mujeres;10
03 Alicante/Alacant;03115 Sagra;Ambos sexos;41
03 Alicante/Alacant;03115 Sagra;Hombres;22
03 Alicante/Alacant;03115 Sagra;Mujeres;19
03 Alicante/Alacant;03116 Salinas;Ambos sexos;19
03 Alicante/Alacant;03116 Salinas;Hombres;3
03 Alicante/Alacant;03116 Salinas;Mujeres;16
03 Alicante/Alacant;03117 Sanet y Negrals;Ambos sexos;25
03 Alicante/Alacant;03117 Sanet y Negrals;Hombres;12
03 Alicante/Alacant;03117 Sanet y Negrals;Mujeres;13
03 Alicante/Alacant;03118 San Fulgencio;Ambos sexos;121
03 Alicante/Alacant;03118 San Fulgencio;Hombres;60
03 Alicante/Alacant;03118 San Fulgencio;Mujeres;61
03 Alicante/Alacant;03119 Sant Joan d'Alacant;Ambos sexos;766
03 Alicante/Alacant;03119 Sant Joan d'Alacant;Hombres;380
03 Alicante/Alacant;03119 Sant Joan d'Alacant;Mujeres;386
03 Alicante/Alacant;03120 San Miguel de Salinas;Ambos sexos;76
03 Alicante/Alacant;03120 San Miguel de Salinas;Hombres;39
03 Alicante/Alacant;03120 San Miguel de Salinas;Mujeres;37
03 Alicante/Alacant;03121 Santa Pola;Ambos sexos;868
03 Alicante/Alacant;03121 Santa Pola;Hombres;434
03 Alicante/Alacant;03121 Santa Pola;Mujeres;434
03 Alicante/Alacant;03122 Sant Vicent del Raspeig/San Vicente del Raspeig;Ambos sexos;767
03 Alicante/Alacant;03122 Sant Vicent del Raspeig/San Vicente del Raspeig;Hombres;398
03 Alicante/Alacant;03122 Sant Vicent del Raspeig/San Vicente del Raspeig;Mujeres;369
03 Alicante/Alacant;03123 Sax;Ambos sexos;268
03 Alicante/Alacant;03123 Sax;Hombres;131
03 Alicante/Alacant;03123 Sax;Mujeres;137
03 Alicante/Alacant;03124 Sella;Ambos sexos;27
03 Alicante/Alacant;03124 Sella;Hombres;16
03 Alicante/Alacant;03124 Sella;Mujeres;11
03 Alicante/Alacant;03125 Senija;Ambos sexos;31
03 Alicante/Alacant;03125 Senija;Hombres;13
03 Alicante/Alacant;03125 Senija;Mujeres;18
03 Alicante/Alacant;03127 Tàrbena;Ambos sexos;42
03 Alicante/Alacant;03127 Tàrbena;Hombres;21
03 Alicante/Alacant;03127 Tàrbena;Mujeres;21
03 Alicante/Alacant;03128 Teulada;Ambos sexos;293
03 Alicante/Alacant;03128 Teulada;Hombres;137
03 Alicante/Alacant;03128 Teulada;Mujeres;156
03 Alicante/Alacant;03129 Tibi;Ambos sexos;69
03 Alicante/Alacant;03129 Tibi;Hombres;40
03 Alicante/Alacant;03129 Tibi;Mujeres;29
03 Alicante/Alacant;03130 Tollos;Ambos sexos;1
03 Alicante/Alacant;03130 Tollos;Hombres;1
03 Alicante/Alacant;03130 Tollos;Mujeres;0
03 Alicante/Alacant;03131 Tormos;Ambos sexos;20
03 Alicante/Alacant;03131 Tormos;Hombres;11
03 Alicante/Alacant;03131 Tormos;Mujeres;9
03 Alicante/Alacant;03132 Torre de les Maçanes, la/Torremanzanas;Ambos sexos;5
03 Alicante/Alacant;03132 Torre de les Maçanes, la/Torremanzanas;Hombres;1
03 Alicante/Alacant;03132 Torre de les Maçanes, la/Torremanzanas;Mujeres;4
03 Alicante/Alacant;03133 Torrevieja;Ambos sexos;3.494
03 Alicante/Alacant;03133 Torrevieja;Hombres;1.763
03 Alicante/Alacant;03133 Torrevieja;Mujeres;1.731
03 Alicante/Alacant;03134 Vall d'Alcalà, la;Ambos sexos;22
03 Alicante/Alacant;03134 Vall d'Alcalà, la;Hombres;12
03 Alicante/Alacant;03134 Vall d'Alcalà, la;Mujeres;10
03 Alicante/Alacant;03135 Vall d'Ebo, la;Ambos sexos;44
03 Alicante/Alacant;03135 Vall d'Ebo, la;Hombres;21
03 Alicante/Alacant;03135 Vall d'Ebo, la;Mujeres;23
03 Alicante/Alacant;03136 Vall de Gallinera, la;Ambos sexos;71
03 Alicante/Alacant;03136 Vall de Gallinera, la;Hombres;37
03 Alicante/Alacant;03136 Vall de Gallinera, la;Mujeres;34
03 Alicante/Alacant;03137 Vall de Laguar, la;Ambos sexos;100
03 Alicante/Alacant;03137 Vall de Laguar, la;Hombres;57
03 Alicante/Alacant;03137 Vall de Laguar, la;Mujeres;43
03 Alicante/Alacant;03138 Verger, el;Ambos sexos;109
03 Alicante/Alacant;03138 Verger, el;Hombres;61
03 Alicante/Alacant;03138 Verger, el;Mujeres;48
03 Alicante/Alacant;03139 Vila Joiosa, la/Villajoyosa;Ambos sexos;794
03 Alicante/Alacant;03139 Vila Joiosa, la/Villajoyosa;Hombres;412
03 Alicante/Alacant;03139 Vila Joiosa, la/Villajoyosa;Mujeres;382
03 Alicante/Alacant;03140 Villena;Ambos sexos;783
03 Alicante/Alacant;03140 Villena;Hombres;383
03 Alicante/Alacant;03140 Villena;Mujeres;400
03 Alicante/Alacant;03901 Poblets, els;Ambos sexos;60
03 Alicante/Alacant;03901 Poblets, els;Hombres;30
03 Alicante/Alacant;03901 Poblets, els;Mujeres;30
03 Alicante/Alacant;03902 Pilar de la Horadada;Ambos sexos;491
03 Alicante/Alacant;03902 Pilar de la Horadada;Hombres;238
03 Alicante/Alacant;03902 Pilar de la Horadada;Mujeres;253
03 Alicante/Alacant;03903 Montesinos, Los;Ambos sexos;29
03 Alicante/Alacant;03903 Montesinos, Los;Hombres;14
03 Alicante/Alacant;03903 Montesinos, Los;Mujeres;15
03 Alicante/Alacant;03904 San Isidro;Ambos sexos;20
03 Alicante/Alacant;03904 San Isidro;Hombres;8
03 Alicante/Alacant;03904 San Isidro;Mujeres;12
04 Almería;N/A;Ambos sexos;51.166
04 Almería;N/A;Hombres;24.818
04 Almería;N/A;Mujeres;26.348
04 Almería;04001 Abla;Ambos sexos;466
04 Almería;04001 Abla;Hombres;222
04 Almería;04001 Abla;Mujeres;244
04 Almería;04002 Abrucena;Ambos sexos;111
04 Almería;04002 Abrucena;Hombres;54
04 Almería;04002 Abrucena;Mujeres;57
04 Almería;04003 Adra;Ambos sexos;1.446
04 Almería;04003 Adra;Hombres;684
04 Almería;04003 Adra;Mujeres;762
04 Almería;04004 Albanchez;Ambos sexos;420
04 Almería;04004 Albanchez;Hombres;187
04 Almería;04004 Albanchez;Mujeres;233
04 Almería;04005 Alboloduy;Ambos sexos;106
04 Almería;04005 Alboloduy;Hombres;53
04 Almería;04005 Alboloduy;Mujeres;53
04 Almería;04006 Albox;Ambos sexos;2.014
04 Almería;04006 Albox;Hombres;941
04 Almería;04006 Albox;Mujeres;1.073
04 Almería;04007 Alcolea;Ambos sexos;183
04 Almería;04007 Alcolea;Hombres;82
04 Almería;04007 Alcolea;Mujeres;101
04 Almería;04008 Alcóntar;Ambos sexos;189
04 Almería;04008 Alcóntar;Hombres;91
04 Almería;04008 Alcóntar;Mujeres;98
04 Almería;04009 Alcudia de Monteagud;Ambos sexos;35
04 Almería;04009 Alcudia de Monteagud;Hombres;18
04 Almería;04009 Alcudia de Monteagud;Mujeres;17
04 Almería;04010 Alhabia;Ambos sexos;68
04 Almería;04010 Alhabia;Hombres;37
04 Almería;04010 Alhabia;Mujeres;31
04 Almería;04011 Alhama de Almería;Ambos sexos;186
04 Almería;04011 Alhama de Almería;Hombres;100
04 Almería;04011 Alhama de Almería;Mujeres;86
04 Almería;04012 Alicún;Ambos sexos;13
04 Almería;04012 Alicún;Hombres;8
04 Almería;04012 Alicún;Mujeres;5
04 Almería;04013 Almería;Ambos sexos;12.086
04 Almería;04013 Almería;Hombres;5.799
04 Almería;04013 Almería;Mujeres;6.287
04 Almería;04014 Almócita;Ambos sexos;34
04 Almería;04014 Almócita;Hombres;19
04 Almería;04014 Almócita;Mujeres;15
04 Almería;04015 Alsodux;Ambos sexos;10
04 Almería;04015 Alsodux;Hombres;5
04 Almería;04015 Alsodux;Mujeres;5
04 Almería;04016 Antas;Ambos sexos;651
04 Almería;04016 Antas;Hombres;305
04 Almería;04016 Antas;Mujeres;346
04 Almería;04017 Arboleas;Ambos sexos;726
04 Almería;04017 Arboleas;Hombres;367
04 Almería;04017 Arboleas;Mujeres;359
04 Almería;04018 Armuña de Almanzora;Ambos sexos;52
04 Almería;04018 Armuña de Almanzora;Hombres;20
04 Almería;04018 Armuña de Almanzora;Mujeres;32
04 Almería;04019 Bacares;Ambos sexos;306
04 Almería;04019 Bacares;Hombres;145
04 Almería;04019 Bacares;Mujeres;161
04 Almería;04020 Bayárcal;Ambos sexos;71
04 Almería;04020 Bayárcal;Hombres;35
04 Almería;04020 Bayárcal;Mujeres;36
04 Almería;04021 Bayarque;Ambos sexos;89
04 Almería;04021 Bayarque;Hombres;33
04 Almería;04021 Bayarque;Mujeres;56
04 Almería;04022 Bédar;Ambos sexos;296
04 Almería;04022 Bédar;Hombres;137
04 Almería;04022 Bédar;Mujeres;159
04 Almería;04023 Beires;Ambos sexos;55
04 Almería;04023 Beires;Hombres;21
04 Almería;04023 Beires;Mujeres;34
04 Almería;04024 Benahadux;Ambos sexos;92
04 Almería;04024 Benahadux;Hombres;44
04 Almería;04024 Benahadux;Mujeres;48
04 Almería;04026 Benitagla;Ambos sexos;23
04 Almería;04026 Benitagla;Hombres;14
04 Almería;04026 Benitagla;Mujeres;9
04 Almería;04027 Benizalón;Ambos sexos;82
04 Almería;04027 Benizalón;Hombres;38
04 Almería;04027 Benizalón;Mujeres;44
04 Almería;04028 Bentarique;Ambos sexos;24
04 Almería;04028 Bentarique;Hombres;14
04 Almería;04028 Bentarique;Mujeres;10
04 Almería;04029 Berja;Ambos sexos;1.076
04 Almería;04029 Berja;Hombres;508
04 Almería;04029 Berja;Mujeres;568
04 Almería;04030 Canjáyar;Ambos sexos;61
04 Almería;04030 Canjáyar;Hombres;33
04 Almería;04030 Canjáyar;Mujeres;28
04 Almería;04031 Cantoria;Ambos sexos;971
04 Almería;04031 Cantoria;Hombres;470
04 Almería;04031 Cantoria;Mujeres;501
04 Almería;04032 Carboneras;Ambos sexos;1.022
04 Almería;04032 Carboneras;Hombres;505
04 Almería;04032 Carboneras;Mujeres;517
04 Almería;04033 Castro de Filabres;Ambos sexos;33
04 Almería;04033 Castro de Filabres;Hombres;20
04 Almería;04033 Castro de Filabres;Mujeres;13
04 Almería;04034 Cóbdar;Ambos sexos;80
04 Almería;04034 Cóbdar;Hombres;30
04 Almería;04034 Cóbdar;Mujeres;50
04 Almería;04035 Cuevas del Almanzora;Ambos sexos;1.744
04 Almería;04035 Cuevas del Almanzora;Hombres;898
04 Almería;04035 Cuevas del Almanzora;Mujeres;846
04 Almería;04036 Chercos;Ambos sexos;55
04 Almería;04036 Chercos;Hombres;32
04 Almería;04036 Chercos;Mujeres;23
04 Almería;04037 Chirivel;Ambos sexos;515
04 Almería;04037 Chirivel;Hombres;247
04 Almería;04037 Chirivel;Mujeres;268
04 Almería;04038 Dalías;Ambos sexos;291
04 Almería;04038 Dalías;Hombres;118
04 Almería;04038 Dalías;Mujeres;173
04 Almería;04041 Enix;Ambos sexos;37
04 Almería;04041 Enix;Hombres;22
04 Almería;04041 Enix;Mujeres;15
04 Almería;04043 Felix;Ambos sexos;83
04 Almería;04043 Felix;Hombres;37
04 Almería;04043 Felix;Mujeres;46
04 Almería;04044 Fines;Ambos sexos;137
04 Almería;04044 Fines;Hombres;64
04 Almería;04044 Fines;Mujeres;73
04 Almería;04045 Fiñana;Ambos sexos;424
04 Almería;04045 Fiñana;Hombres;217
04 Almería;04045 Fiñana;Mujeres;207
04 Almería;04046 Fondón;Ambos sexos;68
04 Almería;04046 Fondón;Hombres;33
04 Almería;04046 Fondón;Mujeres;35
04 Almería;04047 Gádor;Ambos sexos;120
04 Almería;04047 Gádor;Hombres;65
04 Almería;04047 Gádor;Mujeres;55
04 Almería;04048 Gallardos, Los;Ambos sexos;215
04 Almería;04048 Gallardos, Los;Hombres;118
04 Almería;04048 Gallardos, Los;Mujeres;97
04 Almería;04049 Garrucha;Ambos sexos;514
04 Almería;04049 Garrucha;Hombres;268
04 Almería;04049 Garrucha;Mujeres;246
04 Almería;04050 Gérgal;Ambos sexos;171
04 Almería;04050 Gérgal;Hombres;89
04 Almería;04050 Gérgal;Mujeres;82
04 Almería;04051 Huécija;Ambos sexos;41
04 Almería;04051 Huécija;Hombres;19
04 Almería;04051 Huécija;Mujeres;22
04 Almería;04052 Huércal de Almería;Ambos sexos;309
04 Almería;04052 Huércal de Almería;Hombres;161
04 Almería;04052 Huércal de Almería;Mujeres;148
04 Almería;04053 Huércal-Overa;Ambos sexos;3.116
04 Almería;04053 Huércal-Overa;Hombres;1.541
04 Almería;04053 Huércal-Overa;Mujeres;1.575
04 Almería;04054 Íllar;Ambos sexos;12
04 Almería;04054 Íllar;Hombres;7
04 Almería;04054 Íllar;Mujeres;5
04 Almería;04055 Instinción;Ambos sexos;23
04 Almería;04055 Instinción;Hombres;9
04 Almería;04055 Instinción;Mujeres;14
04 Almería;04056 Laroya;Ambos sexos;79
04 Almería;04056 Laroya;Hombres;38
04 Almería;04056 Laroya;Mujeres;41
04 Almería;04057 Láujar de Andarax;Ambos sexos;200
04 Almería;04057 Láujar de Andarax;Hombres;94
04 Almería;04057 Láujar de Andarax;Mujeres;106
04 Almería;04058 Líjar;Ambos sexos;168
04 Almería;04058 Líjar;Hombres;75
04 Almería;04058 Líjar;Mujeres;93
04 Almería;04059 Lubrín;Ambos sexos;885
04 Almería;04059 Lubrín;Hombres;430
04 Almería;04059 Lubrín;Mujeres;455
04 Almería;04060 Lucainena de las Torres;Ambos sexos;476
04 Almería;04060 Lucainena de las Torres;Hombres;228
04 Almería;04060 Lucainena de las Torres;Mujeres;248
04 Almería;04061 Lúcar;Ambos sexos;113
04 Almería;04061 Lúcar;Hombres;64
04 Almería;04061 Lúcar;Mujeres;49
04 Almería;04062 Macael;Ambos sexos;334
04 Almería;04062 Macael;Hombres;156
04 Almería;04062 Macael;Mujeres;178
04 Almería;04063 María;Ambos sexos;94
04 Almería;04063 María;Hombres;44
04 Almería;04063 María;Mujeres;50
04 Almería;04064 Mojácar;Ambos sexos;699
04 Almería;04064 Mojácar;Hombres;350
04 Almería;04064 Mojácar;Mujeres;349
04 Almería;04065 Nacimiento;Ambos sexos;26
04 Almería;04065 Nacimiento;Hombres;17
04 Almería;04065 Nacimiento;Mujeres;9
04 Almería;04066 Níjar;Ambos sexos;1.953
04 Almería;04066 Níjar;Hombres;922
04 Almería;04066 Níjar;Mujeres;1.031
04 Almería;04067 Ohanes;Ambos sexos;132
04 Almería;04067 Ohanes;Hombres;59
04 Almería;04067 Ohanes;Mujeres;73
04 Almería;04068 Olula de Castro;Ambos sexos;275
04 Almería;04068 Olula de Castro;Hombres;139
04 Almería;04068 Olula de Castro;Mujeres;136
04 Almería;04069 Olula del Río;Ambos sexos;240
04 Almería;04069 Olula del Río;Hombres;131
04 Almería;04069 Olula del Río;Mujeres;109
04 Almería;04070 Oria;Ambos sexos;450
04 Almería;04070 Oria;Hombres;221
04 Almería;04070 Oria;Mujeres;229
04 Almería;04071 Padules;Ambos sexos;58
04 Almería;04071 Padules;Hombres;27
04 Almería;04071 Padules;Mujeres;31
04 Almería;04072 Partaloa;Ambos sexos;157
04 Almería;04072 Partaloa;Hombres;74
04 Almería;04072 Partaloa;Mujeres;83
04 Almería;04073 Paterna del Río;Ambos sexos;255
04 Almería;04073 Paterna del Río;Hombres;122
04 Almería;04073 Paterna del Río;Mujeres;133
04 Almería;04074 Pechina;Ambos sexos;216
04 Almería;04074 Pechina;Hombres;108
04 Almería;04074 Pechina;Mujeres;108
04 Almería;04075 Pulpí;Ambos sexos;505
04 Almería;04075 Pulpí;Hombres;257
04 Almería;04075 Pulpí;Mujeres;248
04 Almería;04076 Purchena;Ambos sexos;266
04 Almería;04076 Purchena;Hombres;135
04 Almería;04076 Purchena;Mujeres;131
04 Almería;04077 Rágol;Ambos sexos;12
04 Almería;04077 Rágol;Hombres;6
04 Almería;04077 Rágol;Mujeres;6
04 Almería;04078 Rioja;Ambos sexos;76
04 Almería;04078 Rioja;Hombres;31
04 Almería;04078 Rioja;Mujeres;45
04 Almería;04079 Roquetas de Mar;Ambos sexos;1.972
04 Almería;04079 Roquetas de Mar;Hombres;1.036
04 Almería;04079 Roquetas de Mar;Mujeres;936
04 Almería;04080 Santa Cruz de Marchena;Ambos sexos;12
04 Almería;04080 Santa Cruz de Marchena;Hombres;4
04 Almería;04080 Santa Cruz de Marchena;Mujeres;8
04 Almería;04081 Santa Fe de Mondújar;Ambos sexos;24
04 Almería;04081 Santa Fe de Mondújar;Hombres;11
04 Almería;04081 Santa Fe de Mondújar;Mujeres;13
04 Almería;04082 Senés;Ambos sexos;121
04 Almería;04082 Senés;Hombres;58
04 Almería;04082 Senés;Mujeres;63
04 Almería;04083 Serón;Ambos sexos;767
04 Almería;04083 Serón;Hombres;347
04 Almería;04083 Serón;Mujeres;420
04 Almería;04084 Sierro;Ambos sexos;82
04 Almería;04084 Sierro;Hombres;47
04 Almería;04084 Sierro;Mujeres;35
04 Almería;04085 Somontín;Ambos sexos;96
04 Almería;04085 Somontín;Hombres;46
04 Almería;04085 Somontín;Mujeres;50
04 Almería;04086 Sorbas;Ambos sexos;932
04 Almería;04086 Sorbas;Hombres;439
04 Almería;04086 Sorbas;Mujeres;493
04 Almería;04087 Suflí;Ambos sexos;66
04 Almería;04087 Suflí;Hombres;22
04 Almería;04087 Suflí;Mujeres;44
04 Almería;04088 Tabernas;Ambos sexos;354
04 Almería;04088 Tabernas;Hombres;166
04 Almería;04088 Tabernas;Mujeres;188
04 Almería;04089 Taberno;Ambos sexos;489
04 Almería;04089 Taberno;Hombres;218
04 Almería;04089 Taberno;Mujeres;271
04 Almería;04090 Tahal;Ambos sexos;298
04 Almería;04090 Tahal;Hombres;141
04 Almería;04090 Tahal;Mujeres;157
04 Almería;04091 Terque;Ambos sexos;84
04 Almería;04091 Terque;Hombres;44
04 Almería;04091 Terque;Mujeres;40
04 Almería;04092 Tíjola;Ambos sexos;461
04 Almería;04092 Tíjola;Hombres;211
04 Almería;04092 Tíjola;Mujeres;250
04 Almería;04093 Turre;Ambos sexos;618
04 Almería;04093 Turre;Hombres;299
04 Almería;04093 Turre;Mujeres;319
04 Almería;04094 Turrillas;Ambos sexos;28
04 Almería;04094 Turrillas;Hombres;14
04 Almería;04094 Turrillas;Mujeres;14
04 Almería;04095 Uleila del Campo;Ambos sexos;292
04 Almería;04095 Uleila del Campo;Hombres;140
04 Almería;04095 Uleila del Campo;Mujeres;152
04 Almería;04096 Urrácal;Ambos sexos;84
04 Almería;04096 Urrácal;Hombres;42
04 Almería;04096 Urrácal;Mujeres;42
04 Almería;04097 Velefique;Ambos sexos;158
04 Almería;04097 Velefique;Hombres;75
04 Almería;04097 Velefique;Mujeres;83
